transaction_id,user_id,upi_id,device_id,device_type,os_version,app,transaction_type,merchant,receiver_upi,amount,transaction_datetime,hour,day_of_week,location,login_attempts,time_spent_on_app,past_day_transactions,past_week_transactions,status,is_fraud
TR00003758,user_418,f66b0203@okhdfc,device_665,Android,12,BHIM,Recharge,Movie Tickets,,499.0,2025-09-30 16:55:56.492040,16,1,Location_4,1,223.32,0,7,SUCCESS,0
TR00007749,user_731,80f38111@okhdfc,device_897,iOS,15,Paytm,P2M,Myntra,,2634.43,2025-05-16 07:55:56.492040,7,4,Location_5,1,293.46,3,6,SUCCESS,0
TR00006969,user_527,1fdc9be1@yesbank,device_804,iOS,15,WhatsApp Pay,P2M,TATA Power,,323.74,2025-04-24 16:44:56.492040,16,3,Location_5,1,38.06,1,7,SUCCESS,0
TR00002204,user_611,9e8510de@okhdfc,device_880,iOS,16,PhonePe,P2P,,6d085fd7@okhdfc,1273.81,2025-07-31 08:20:56.492040,8,3,Location_1,1,262.56,2,12,SUCCESS,0
TR00000133,user_248,d530e112@okaxis,device_347,Android,12,Amazon Pay,Bill Payment,Movie Tickets,,1949.8,2025-07-10 06:58:56.492040,6,3,Location_5,1,46.61,3,8,SUCCESS,0
TR00007965,user_263,e2d22528@okhdfc,device_256,iOS,17,BHIM,P2M,Jio,,6046.7,2025-06-06 05:21:56.492040,5,4,Location_3,1,289.82,2,6,SUCCESS,0
TR00003854,user_684,e3a03ea4@okicici,device_355,iOS,16,Google Pay,P2P,,96bdeed7@okicici,4819.12,2025-06-08 11:44:56.492040,11,6,Location_4,1,152.42,2,7,SUCCESS,0
TR00001469,user_665,c0c4db2d@okaxis,device_845,iOS,16,WhatsApp Pay,P2P,,69ddfd26@okaxis,939.1,2025-06-28 16:47:56.492040,16,5,Location_4,1,147.21,0,9,SUCCESS,0
TR00003341,user_702,5c82a9c0@okhdfc,device_247,Android,12,Google Pay,E-commerce,Airtel,,2616.82,2025-08-29 07:21:56.492040,7,4,Location_2,1,165.82,0,6,SUCCESS,0
TR00003353,user_168,91cd07b8@okaxis,device_941,iOS,15,WhatsApp Pay,Bill Payment,Swiggy,,1124.75,2025-07-20 16:03:56.492040,16,6,Location_5,1,238.66,2,4,SUCCESS,0
TR00000064,user_128,12408c9c@okhdfc,device_698,iOS,17,BHIM,P2P,,dd5bea62@oksbi,736.57,2025-05-08 11:57:56.492040,11,3,Location_4,1,45.02,2,6,SUCCESS,0
TR00000356,user_766,9c7c94ef@oksbi,device_381,iOS,16,Google Pay,P2M,Swiggy,,1620.6,2025-09-01 10:13:56.492040,10,0,Location_1,1,213.06,3,13,SUCCESS,0
TR00000491,user_695,2d3e9b49@okhdfc,device_855,Android,13,PhonePe,E-commerce,TATA Power,,1512.68,2025-07-10 17:53:56.492040,17,3,Location_2,1,57.44,0,5,SUCCESS,0
TR00005515,user_390,db22cbf3@yesbank,device_893,Android,14,Paytm,P2P,,d958c60d@yesbank,4359.8,2025-04-26 13:06:56.492040,13,5,Location_15,1,204.55,2,12,SUCCESS,0
TR00000602,user_339,d4f9da88@oksbi,device_214,iOS,15,BHIM,P2M,Jio,,6371.55,2025-09-18 19:20:56.492040,19,3,Location_3,1,270.9,3,10,SUCCESS,0
TR00000617,user_305,6bbba0cc@okaxis,device_471,Android,10,Paytm,P2M,Amazon,,4906.45,2025-08-26 06:58:56.492040,6,1,Location_4,1,199.6,2,5,SUCCESS,0
TR00001790,user_669,61df4ff3@oksbi,device_144,iOS,17,Google Pay,P2P,,57f10f13@oksbi,2408.76,2025-08-14 14:23:56.492040,14,3,Location_3,1,38.91,3,13,SUCCESS,0
TR00005048,user_414,2911a97e@yesbank,device_419,Android,12,Google Pay,Recharge,Airtel,,699.0,2025-06-17 22:20:56.492040,22,1,Location_8,1,213.22,0,5,SUCCESS,0
TR00009945,user_770,q122@oksbi,device_85,Android,11,Paytm,Recharge,Movie Tickets,,46998.74,2025-09-18 22:13:56.492040,22,3,Location_54,1,11.48,15,16,SUCCESS,1
TR00003090,user_92,2a998ded@okicici,device_563,iOS,15,Google Pay,E-commerce,Flipkart,,8393.94,2025-08-30 20:41:56.492040,20,5,Location_4,1,70.86,3,10,SUCCESS,0
TR00007141,user_713,bcfad9da@yesbank,device_737,Android,14,BHIM,P2M,Zomato,,8124.21,2025-05-01 16:00:56.492040,16,3,Location_1,1,191.18,1,1,SUCCESS,0
TR00005734,user_311,873ef4c4@okaxis,device_92,Android,12,Paytm,E-commerce,Swiggy,,4168.97,2025-06-02 03:07:56.492040,3,0,Location_5,1,273.46,1,10,SUCCESS,0
TR00006833,user_448,fd74a504@yesbank,device_523,iOS,16,Paytm,Recharge,BSES,,299.0,2025-06-16 15:20:56.492040,15,0,Location_2,1,273.69,1,1,SUCCESS,0
TR00005913,user_734,db7f0822@okicici,device_743,iOS,17,Amazon Pay,Recharge,Airtel,,699.0,2025-09-11 04:28:56.492040,4,3,Location_5,1,52.42,0,2,SUCCESS,0
TR00000547,user_387,e612e0a2@yesbank,device_340,iOS,16,Google Pay,Recharge,Zomato,,999.0,2025-07-21 15:20:56.492040,15,0,Location_5,1,55.35,0,0,FAILURE,0
TR00007267,user_714,ca060e62@okhdfc,device_892,Android,11,Amazon Pay,P2P,,d8c1d05a@yesbank,282.79,2025-08-06 00:47:56.492040,0,2,Location_4,1,258.43,3,10,SUCCESS,0
TR00008023,user_4862,c607@okicici,device_5987,iOS,16,WhatsApp Pay,P2P,,f543@okicici,8.33,2025-10-02 23:01:56.492040,23,3,Location_46,1,12.49,1,8,SUCCESS,1
TR00008150,user_8588,r709@okaxis,device_1964,iOS,16,BHIM,P2M,TATA Power,,20193.92,2025-06-18 18:22:56.492040,18,2,Location_22,1,88.42,10,11,FAILURE,1
TR00006577,user_78,65b21472@okaxis,device_672,Android,13,PhonePe,E-commerce,BigBasket,,5981.91,2025-05-01 13:44:56.492040,13,3,Location_1,1,67.13,1,6,SUCCESS,0
TR00006640,user_58,f04e6876@yesbank,device_773,iOS,15,Google Pay,P2P,,89305e02@okicici,1133.03,2025-06-27 11:26:56.492040,11,4,Location_3,1,199.73,2,11,SUCCESS,0
TR00005471,user_707,3da2e006@okhdfc,device_156,Android,11,Amazon Pay,P2P,,12219506@oksbi,4231.89,2025-09-11 17:16:56.492040,17,3,Location_3,1,229.54,2,9,SUCCESS,0
TR00001145,user_425,36c29e4b@okaxis,device_681,Android,14,Google Pay,P2M,Amazon,,7960.72,2025-07-13 15:50:56.492040,15,6,Location_3,1,257.1,0,1,SUCCESS,0
TR00004091,user_363,c046814d@yesbank,device_134,Android,10,Google Pay,P2P,,27b60009@yesbank,1923.78,2025-10-01 21:35:56.492040,21,2,Location_1,1,270.9,0,9,SUCCESS,0
TR00001906,user_83,d1217d33@yesbank,device_375,iOS,15,PhonePe,Recharge,Myntra,,249.0,2025-07-07 00:37:56.492040,0,0,Location_5,1,148.82,2,10,SUCCESS,0
TR00000839,user_572,eba7a49b@okicici,device_109,iOS,17,BHIM,P2P,,5a61732c@okicici,3444.27,2025-07-29 23:12:56.492040,23,1,Location_2,1,114.5,2,11,SUCCESS,0
TR00001396,user_445,63c76398@okhdfc,device_211,Android,13,PhonePe,P2M,Zomato,,8538.51,2025-06-10 23:16:56.492040,23,1,Location_3,2,38.15,1,10,SUCCESS,0
TR00000734,user_721,58a95cf0@okaxis,device_978,iOS,16,Google Pay,P2P,,5d3a2356@okhdfc,661.07,2025-09-24 03:14:56.492040,3,2,Location_4,1,287.94,0,4,SUCCESS,0
TR00001860,user_96,fb0a2513@okicici,device_383,Android,14,WhatsApp Pay,Bill Payment,TATA Power,,1921.53,2025-09-14 02:28:56.492040,2,6,Location_20,1,297.75,2,2,SUCCESS,0
TR00006042,user_775,fca6d7ee@okicici,device_283,iOS,17,PhonePe,P2M,Flipkart,,470.94,2025-06-04 20:45:56.492040,20,2,Location_1,1,139.11,3,3,SUCCESS,0
TR00002205,user_771,dde24bea@oksbi,device_706,iOS,17,Google Pay,E-commerce,Myntra,,1453.52,2025-05-13 06:46:56.492040,6,1,Location_5,1,296.86,1,2,SUCCESS,0
TR00005409,user_55,aae1e248@okicici,device_410,Android,11,Amazon Pay,P2M,Amazon,,6360.71,2025-07-10 19:03:56.492040,19,3,Location_3,1,69.64,3,7,SUCCESS,0
TR00003916,user_142,3d6ba6dc@okhdfc,device_371,Android,11,Google Pay,P2P,,5927f81e@oksbi,431.43,2025-08-05 02:11:56.492040,2,1,Location_2,1,107.07,3,13,SUCCESS,0
TR00006660,user_615,a0571a41@oksbi,device_272,iOS,16,Amazon Pay,Bill Payment,Airtel,,1239.09,2025-05-06 19:01:56.492040,19,1,Location_4,1,118.52,3,5,SUCCESS,0
TR00002454,user_339,d4f9da88@yesbank,device_813,Android,10,BHIM,Bill Payment,TATA Power,,2375.63,2025-05-17 03:34:56.492040,3,5,Location_15,1,213.0,0,2,SUCCESS,0
TR00001813,user_31,ca131c45@okhdfc,device_269,iOS,17,PhonePe,E-commerce,Jio,,1580.37,2025-07-07 13:39:56.492040,13,0,Location_5,1,280.86,1,10,SUCCESS,0
TR00001166,user_494,d2ca6c93@oksbi,device_945,iOS,17,Google Pay,P2P,,27b60009@okicici,3975.55,2025-06-11 16:50:56.492040,16,2,Location_4,1,200.36,2,8,SUCCESS,0
TR00003169,user_615,a0571a41@okicici,device_246,iOS,15,Paytm,Recharge,Reliance Digital,,699.0,2025-08-13 01:49:56.492040,1,2,Location_6,1,30.16,0,8,SUCCESS,0
TR00008799,user_8757,d766@okicici,device_1773,Android,13,Amazon Pay,P2M,Jio,,8.19,2025-06-14 23:54:56.492040,23,5,Location_68,1,15.49,14,15,SUCCESS,1
TR00002295,user_179,d2cccec8@okicici,device_516,Android,13,Amazon Pay,Bill Payment,Myntra,,741.94,2025-05-21 15:04:56.492040,15,2,Location_4,1,299.36,2,2,SUCCESS,0
TR00000169,user_601,74ab6f1a@yesbank,device_778,Android,11,PhonePe,Recharge,Myntra,,699.0,2025-10-16 18:18:56.492040,18,3,Location_4,1,298.64,2,9,SUCCESS,0
TR00000891,user_215,ac561cce@oksbi,device_727,iOS,16,PhonePe,P2P,,6432b929@oksbi,478.25,2025-05-28 01:42:56.492040,1,2,Location_2,1,117.33,2,10,SUCCESS,0
TR00000573,user_632,dcd352b5@okicici,device_153,Android,13,PhonePe,Recharge,Swiggy,,499.0,2025-09-08 19:51:56.492040,19,0,Location_14,1,191.88,1,9,SUCCESS,0
TR00004859,user_401,a2edf563@oksbi,device_976,iOS,17,Google Pay,Bill Payment,Zomato,,2442.33,2025-08-23 04:10:56.492040,4,5,Location_4,1,176.61,2,8,SUCCESS,0
TR00001373,user_452,ab562fe2@okicici,device_775,Android,11,Google Pay,Recharge,Flipkart,,499.0,2025-06-14 18:02:56.492040,18,5,Location_3,1,126.01,1,7,SUCCESS,0
TR00004237,user_698,6876b615@okhdfc,device_638,Android,14,Paytm,Bill Payment,Zomato,,2766.8,2025-09-22 02:17:56.492040,2,0,Location_2,1,295.39,0,0,SUCCESS,0
TR00001728,user_182,985172a2@okicici,device_753,Android,13,WhatsApp Pay,Bill Payment,Airtel,,980.91,2025-05-23 05:23:56.492040,5,4,Location_2,1,289.56,2,10,SUCCESS,0
TR00005565,user_758,78aac03e@okhdfc,device_220,Android,13,Paytm,Recharge,Reliance Digital,,249.0,2025-07-27 08:31:56.492040,8,6,Location_5,1,223.61,1,8,SUCCESS,0
TR00001631,user_381,e91a5acf@okaxis,device_823,iOS,15,Paytm,E-commerce,Jio,,2822.89,2025-10-02 17:45:56.492040,17,3,Location_1,1,162.64,1,10,SUCCESS,0
TR00000248,user_254,d30ed076@yesbank,device_883,iOS,17,Google Pay,Recharge,Zomato,,699.0,2025-06-18 10:47:56.492040,10,2,Location_12,2,114.56,3,4,SUCCESS,0
TR00008419,user_5616,f573@okicici,device_2487,iOS,15,BHIM,P2M,BigBasket,,4.97,2025-05-22 22:18:56.492040,22,3,Location_38,5,6.21,5,9,SUCCESS,1
TR00004401,user_135,6855d4f4@okicici,device_604,iOS,17,WhatsApp Pay,P2P,,1f419913@okicici,1667.69,2025-09-03 05:38:56.492040,5,2,Location_4,1,103.56,1,10,SUCCESS,0
TR00008261,user_2409,v708@okhdfc,device_5889,Android,10,Paytm,P2P,,m978@okhdfc,16039.11,2025-04-28 05:54:56.492040,5,0,Location_61,8,17.93,3,7,FAILURE,1
TR00009984,user_8149,m127@okhdfc,device_7627,Android,13,BHIM,P2P,,r282@okhdfc,2.32,2025-07-06 02:02:56.492040,2,6,Location_95,5,21.48,5,5,SUCCESS,1
TR00008950,user_4222,h228@yesbank,device_2085,iOS,17,Paytm,E-commerce,Reliance Digital,,4.45,2025-07-27 22:48:56.492040,22,6,Location_69,4,245.34,15,25,SUCCESS,1
TR00005916,user_313,2094574b@yesbank,device_450,Android,10,Amazon Pay,Recharge,Reliance Digital,,349.0,2025-04-21 23:21:56.492040,23,0,Location_1,1,274.44,3,5,SUCCESS,0
TR00007045,user_341,69d81e82@okaxis,device_476,iOS,16,Amazon Pay,Recharge,BSES,,399.0,2025-04-30 06:31:56.492040,6,2,Location_1,3,258.54,2,4,SUCCESS,0
TR00009408,user_5362,l116@okhdfc,device_3301,Android,10,Google Pay,P2M,Jio,,41369.1,2025-05-25 23:18:56.492040,23,6,Location_35,3,19.73,0,10,SUCCESS,1
TR00008612,user_2076,r114@okaxis,device_9929,Android,14,WhatsApp Pay,P2M,Amazon,,44794.4,2025-09-13 22:54:56.492040,22,5,Location_38,1,5.92,19,28,FAILURE,1
TR00001795,user_715,59c71cee@yesbank,device_710,iOS,15,Google Pay,Bill Payment,Jio,,1381.27,2025-07-12 20:43:56.492040,20,5,Location_3,1,166.76,0,4,SUCCESS,0
TR00004242,user_379,cf5dd911@oksbi,device_720,Android,14,PhonePe,Bill Payment,Airtel,,618.72,2025-08-03 08:45:56.492040,8,6,Location_3,1,113.53,2,6,SUCCESS,0
TR00004298,user_651,042f837f@okhdfc,device_897,Android,11,Google Pay,P2M,Swiggy,,5660.76,2025-08-22 12:51:56.492040,12,4,Location_3,1,287.93,2,8,SUCCESS,0
TR00005758,user_369,f9684b22@okhdfc,device_375,iOS,16,Amazon Pay,Recharge,Zomato,,199.0,2025-10-17 06:44:56.492040,6,4,Location_3,1,44.24,2,12,FAILURE,0
TR00002359,user_798,d8a64267@okhdfc,device_29,Android,10,Google Pay,Bill Payment,Airtel,,2089.47,2025-09-29 09:07:56.492040,9,0,Location_5,1,276.46,0,1,SUCCESS,0
TR00009339,user_9255,r786@okhdfc,device_107,iOS,17,Amazon Pay,E-commerce,Airtel,,46892.81,2025-07-05 23:16:56.492040,23,5,Location_93,1,21.89,9,19,SUCCESS,1
TR00009537,user_1624,t703@oksbi,device_8832,Android,11,BHIM,P2P,,s925@yesbank,35937.3,2025-05-29 21:45:56.492040,21,3,Location_58,1,13.61,17,20,SUCCESS,1
TR00004827,user_721,58a95cf0@okaxis,device_86,Android,11,WhatsApp Pay,E-commerce,BSES,,4958.48,2025-05-09 13:05:56.492040,13,4,Location_5,1,220.88,3,5,SUCCESS,0
TR00008866,user_8182,w822@okhdfc,device_8844,iOS,17,Google Pay,E-commerce,Swiggy,,4.1,2025-09-25 04:08:56.492040,4,3,Location_57,4,9.65,10,11,FAILURE,1
TR00004323,user_528,3bc387d3@okicici,device_604,iOS,16,PhonePe,E-commerce,Jio,,6969.92,2025-07-09 09:47:56.492040,9,2,Location_4,1,288.62,2,8,SUCCESS,0
TR00000701,user_508,2badbe50@okaxis,device_955,Android,10,Google Pay,Bill Payment,Movie Tickets,,2573.35,2025-06-26 20:54:56.492040,20,3,Location_1,1,70.18,3,8,SUCCESS,0
TR00000275,user_292,1ae86afc@okhdfc,device_221,iOS,15,PhonePe,P2P,,29bc8a95@okaxis,2906.69,2025-10-05 12:01:56.492040,12,6,Location_16,1,251.31,0,2,SUCCESS,0
TR00008693,user_5245,a882@oksbi,device_7096,iOS,17,WhatsApp Pay,E-commerce,Jio,,38226.13,2025-07-28 23:48:56.492040,23,0,Location_61,1,11.13,7,12,SUCCESS,1
TR00007977,user_324,ec1e625d@yesbank,device_143,Android,13,Paytm,E-commerce,Reliance Digital,,6740.37,2025-07-01 04:38:56.492040,4,1,Location_5,1,108.15,1,5,SUCCESS,0
TR00004753,user_42,c1ff76ea@oksbi,device_773,iOS,16,PhonePe,Recharge,Reliance Digital,,399.0,2025-05-11 22:19:56.492040,22,6,Location_6,1,180.0,1,10,SUCCESS,0
TR00008357,user_4761,b802@okaxis,device_9873,Android,13,Amazon Pay,P2M,Movie Tickets,,37889.38,2025-08-11 02:53:56.492040,2,0,Location_67,4,283.38,8,10,FAILURE,1
TR00007648,user_141,65e09aee@okaxis,device_231,Android,11,PhonePe,Recharge,Flipkart,,299.0,2025-07-12 16:03:56.492040,16,5,Location_1,1,49.84,1,1,SUCCESS,0
TR00007566,user_622,8b1a5a06@okhdfc,device_129,iOS,15,BHIM,Recharge,TATA Power,,999.0,2025-09-28 21:03:56.492040,21,6,Location_1,1,48.87,0,5,SUCCESS,0
TR00000489,user_317,a830e086@oksbi,device_825,Android,10,BHIM,P2M,Amazon,,8699.89,2025-05-04 07:24:56.492040,7,6,Location_4,1,230.37,2,8,SUCCESS,0
TR00004187,user_362,0ac2c21b@okaxis,device_384,iOS,17,WhatsApp Pay,P2P,,0377ef4a@okicici,4532.42,2025-10-02 07:07:56.492040,7,3,Location_5,3,208.83,1,9,SUCCESS,0
TR00004493,user_775,fca6d7ee@okicici,device_908,Android,10,WhatsApp Pay,E-commerce,Jio,,6340.29,2025-09-13 23:33:56.492040,23,5,Location_4,1,241.03,0,7,SUCCESS,0
TR00009990,user_2860,r798@okicici,device_3274,iOS,16,Paytm,E-commerce,Jio,,30343.36,2025-08-11 01:05:56.492040,1,0,Location_26,1,25.8,10,18,SUCCESS,1
TR00002665,user_680,d8bcaa6d@okicici,device_737,iOS,15,BHIM,P2P,,ca300d82@okaxis,197.62,2025-07-24 16:14:56.492040,16,3,Location_4,1,128.71,3,8,SUCCESS,0
TR00003340,user_31,ca131c45@okaxis,device_186,Android,14,Amazon Pay,E-commerce,Myntra,,573.13,2025-06-03 11:55:56.492040,11,1,Location_4,1,88.75,2,8,SUCCESS,0
TR00000640,user_498,9e203164@okicici,device_295,Android,11,WhatsApp Pay,Recharge,Jio,,499.0,2025-05-06 12:54:56.492040,12,1,Location_2,1,228.84,1,7,SUCCESS,0
TR00003096,user_317,a830e086@okhdfc,device_774,Android,10,WhatsApp Pay,P2P,,4e45cc0d@okaxis,2042.96,2025-04-29 07:18:56.492040,7,1,Location_2,1,112.02,0,4,SUCCESS,0
TR00004817,user_476,9937b278@okhdfc,device_605,Android,11,Amazon Pay,E-commerce,BigBasket,,469.93,2025-05-11 03:50:56.492040,3,6,Location_4,1,167.3,1,6,SUCCESS,0
TR00009145,user_5804,a757@okicici,device_6211,Android,14,BHIM,E-commerce,BigBasket,,47094.33,2025-06-06 09:57:56.492040,9,4,Location_80,6,42.57,3,7,SUCCESS,1
TR00006896,user_98,05a5a29d@okicici,device_417,Android,14,WhatsApp Pay,E-commerce,Movie Tickets,,3555.87,2025-06-25 21:39:56.492040,21,2,Location_15,1,106.54,3,11,SUCCESS,0
TR00003535,user_376,d164a4c2@okicici,device_670,iOS,16,Amazon Pay,P2M,BigBasket,,8594.2,2025-06-24 20:14:56.492040,20,1,Location_5,1,71.2,3,10,SUCCESS,0
TR00008360,user_1975,g908@okicici,device_7421,iOS,17,Paytm,Bill Payment,Amazon,,33877.34,2025-06-20 12:27:56.492040,12,4,Location_70,1,241.77,20,23,FAILURE,1
TR00007526,user_148,185dd59f@okicici,device_840,Android,12,PhonePe,Recharge,Movie Tickets,,399.0,2025-06-04 15:48:56.492040,15,2,Location_10,1,67.94,2,3,SUCCESS,0
TR00002966,user_469,31ddeb4d@okhdfc,device_427,Android,14,Paytm,P2P,,b59a6184@okicici,864.08,2025-06-27 11:19:56.492040,11,4,Location_5,1,242.94,2,6,SUCCESS,0
TR00005035,user_646,1b777e78@yesbank,device_693,iOS,17,Paytm,E-commerce,BigBasket,,8298.06,2025-08-22 19:30:56.492040,19,4,Location_4,1,99.22,0,6,SUCCESS,0
TR00003034,user_595,de55b69a@oksbi,device_694,iOS,15,Amazon Pay,P2M,TATA Power,,6247.49,2025-10-04 21:25:56.492040,21,5,Location_2,1,182.41,1,3,SUCCESS,0
TR00009284,user_5457,u445@okhdfc,device_6315,iOS,16,PhonePe,P2P,,q637@oksbi,37645.78,2025-09-08 23:17:56.492040,23,0,Location_50,1,14.6,14,16,FAILURE,1
TR00009143,user_2452,w215@okicici,device_8431,iOS,16,Google Pay,Recharge,BigBasket,,12905.6,2025-06-21 22:51:56.492040,22,5,Location_22,1,23.24,20,26,FAILURE,1
TR00006479,user_131,d0732364@okaxis,device_992,Android,13,Google Pay,P2P,,38c7bfc3@yesbank,4508.22,2025-06-19 01:22:56.492040,1,3,Location_1,1,122.35,1,5,SUCCESS,0
TR00000011,user_500,1f5badb9@okhdfc,device_764,Android,14,PhonePe,P2M,Myntra,,1585.32,2025-05-22 01:00:56.492040,1,3,Location_1,1,292.38,2,8,SUCCESS,0
TR00008289,user_2560,s915@yesbank,device_8066,Android,14,WhatsApp Pay,P2P,,k626@okaxis,29258.47,2025-09-27 01:32:56.492040,1,5,Location_38,1,131.19,1,1,FAILURE,1
TR00006233,user_739,d67976e3@okhdfc,device_678,iOS,15,BHIM,P2P,,f347f4c1@okicici,4917.97,2025-09-24 09:23:56.492040,9,2,Location_1,1,78.34,0,3,SUCCESS,0
TR00003536,user_411,4070c04c@yesbank,device_645,iOS,15,Amazon Pay,P2P,,30c99547@okhdfc,4206.55,2025-06-28 09:26:56.492040,9,5,Location_4,1,115.75,1,1,SUCCESS,0
TR00003038,user_347,342aeae6@okhdfc,device_820,iOS,16,WhatsApp Pay,Bill Payment,Zomato,,1414.47,2025-08-27 11:53:56.492040,11,2,Location_5,1,294.27,0,9,SUCCESS,0
TR00000575,user_306,68d780da@okaxis,device_2,iOS,17,Google Pay,Recharge,Swiggy,,699.0,2025-07-20 14:42:56.492040,14,6,Location_5,1,154.15,3,10,SUCCESS,0
TR00004659,user_782,2e311e3b@okhdfc,device_176,Android,10,Paytm,P2M,TATA Power,,2600.21,2025-09-04 04:35:56.492040,4,3,Location_10,1,248.42,0,2,SUCCESS,0
TR00009427,user_6850,n347@oksbi,device_9453,iOS,15,Amazon Pay,E-commerce,Swiggy,,1.82,2025-05-28 00:11:56.492040,0,2,Location_40,7,27.29,15,22,FAILURE,1
TR00009948,user_1208,y997@oksbi,device_9229,iOS,17,PhonePe,P2M,Airtel,,24378.36,2025-06-18 22:28:56.492040,22,2,Location_41,10,27.8,0,4,SUCCESS,1
TR00005507,user_535,27f51909@okaxis,device_358,iOS,15,Amazon Pay,P2M,Zomato,,9036.67,2025-07-31 12:11:56.492040,12,3,Location_20,1,103.82,2,4,SUCCESS,0
TR00002249,user_184,127046cf@yesbank,device_625,Android,10,Amazon Pay,E-commerce,Jio,,6653.91,2025-07-30 18:34:56.492040,18,2,Location_2,1,81.8,0,3,SUCCESS,0
TR00002832,user_665,c0c4db2d@okicici,device_801,iOS,16,Amazon Pay,Bill Payment,Reliance Digital,,2028.13,2025-08-19 10:14:56.492040,10,1,Location_5,1,132.54,0,5,SUCCESS,0
TR00009268,user_1063,b297@okaxis,device_4255,Android,10,PhonePe,P2P,,c148@okaxis,8.88,2025-05-31 15:43:56.492040,15,5,Location_87,5,7.9,2,6,FAILURE,1
TR00001994,user_144,c41f7743@okaxis,device_358,Android,12,Paytm,Bill Payment,Zomato,,801.57,2025-05-13 02:48:56.492040,2,1,Location_3,1,272.79,2,9,SUCCESS,0
TR00006272,user_46,a86c5e12@okicici,device_380,iOS,16,Amazon Pay,E-commerce,Reliance Digital,,3976.83,2025-08-01 12:56:56.492040,12,4,Location_4,2,278.29,0,1,SUCCESS,0
TR00005417,user_129,a7d1604b@yesbank,device_694,Android,10,WhatsApp Pay,Recharge,Jio,,499.0,2025-09-28 00:52:56.492040,0,6,Location_13,1,204.03,3,3,SUCCESS,0
TR00009060,user_3191,u780@okaxis,device_7407,iOS,15,PhonePe,P2P,,m167@okicici,7.88,2025-09-27 00:14:56.492040,0,5,Location_37,3,20.99,1,6,SUCCESS,1
TR00001399,user_55,aae1e248@okicici,device_962,iOS,17,Paytm,Recharge,Airtel,,699.0,2025-09-07 00:21:56.492040,0,6,Location_1,1,153.16,3,7,SUCCESS,0
TR00009654,user_6216,l897@oksbi,device_7272,Android,11,Amazon Pay,P2P,,u107@okhdfc,8.24,2025-09-11 02:40:56.492040,2,3,Location_33,9,5.36,3,13,FAILURE,1
TR00002288,user_525,e6ebb15d@oksbi,device_249,Android,12,BHIM,P2P,,3d3530cb@okicici,3228.1,2025-06-06 22:38:56.492040,22,4,Location_6,1,106.41,1,9,SUCCESS,0
TR00002451,user_739,d67976e3@okhdfc,device_711,Android,14,Paytm,P2M,Jio,,1633.79,2025-10-03 00:22:56.492040,0,4,Location_2,3,94.76,0,2,SUCCESS,0
TR00003219,user_359,ced24f4d@okaxis,device_984,iOS,16,BHIM,Recharge,Amazon,,199.0,2025-05-05 00:48:56.492040,0,0,Location_3,1,179.69,3,12,SUCCESS,0
TR00002790,user_534,951064af@okhdfc,device_146,Android,10,PhonePe,P2M,Flipkart,,3181.61,2025-09-28 22:00:56.492040,22,6,Location_13,1,47.46,0,8,SUCCESS,0
TR00003871,user_379,cf5dd911@yesbank,device_371,iOS,16,Amazon Pay,P2P,,13684d4c@okaxis,4831.49,2025-06-10 14:25:56.492040,14,1,Location_3,3,135.61,0,1,SUCCESS,0
TR00009788,user_4315,u239@okhdfc,device_5414,Android,14,Google Pay,Bill Payment,Zomato,,4.8,2025-09-01 09:41:56.492040,9,0,Location_81,8,237.06,16,26,SUCCESS,1
TR00002627,user_28,b8c0e095@oksbi,device_987,Android,13,PhonePe,Recharge,BSES,,249.0,2025-08-01 16:36:56.492040,16,4,Location_3,1,159.25,2,2,SUCCESS,0
TR00000345,user_435,50fca200@okicici,device_585,Android,12,Paytm,Recharge,Jio,,249.0,2025-09-19 07:41:56.492040,7,4,Location_4,1,30.46,0,10,FAILURE,0
TR00000126,user_48,728a9375@okaxis,device_406,Android,11,Paytm,P2M,Flipkart,,2481.61,2025-04-29 23:00:56.492040,23,1,Location_4,1,259.64,2,4,SUCCESS,0
TR00009593,user_3922,b386@okaxis,device_3362,iOS,17,PhonePe,P2M,Movie Tickets,,25437.5,2025-08-20 04:15:56.492040,4,2,Location_92,10,110.77,5,10,SUCCESS,1
TR00003759,user_464,6cb0911b@yesbank,device_261,iOS,15,PhonePe,Bill Payment,Reliance Digital,,1512.91,2025-06-21 15:04:56.492040,15,5,Location_2,1,233.24,3,7,SUCCESS,0
TR00006160,user_315,aa91877d@okicici,device_322,iOS,17,Paytm,Recharge,BSES,,699.0,2025-05-22 11:53:56.492040,11,3,Location_2,1,192.87,1,3,SUCCESS,0
TR00007448,user_665,c0c4db2d@okhdfc,device_70,Android,10,WhatsApp Pay,P2P,,09d01dfc@oksbi,1752.55,2025-09-26 22:34:56.492040,22,4,Location_1,1,235.87,1,7,SUCCESS,0
TR00007175,user_616,32d40c0b@okhdfc,device_889,Android,12,PhonePe,Recharge,Jio,,499.0,2025-07-16 01:55:56.492040,1,2,Location_18,1,285.07,1,1,SUCCESS,0
TR00008152,user_91,i363@okaxis,device_7269,iOS,15,Paytm,Recharge,Zomato,,8.13,2025-08-11 02:45:56.492040,2,0,Location_93,10,18.04,2,4,SUCCESS,1
